client,age,education_years,hours_per_week,sex,income
client_3,23.9,16,37.9,F,1
client_3,40.0,15,34.6,F,1
client_3,46.1,15,47.8,M,1
client_3,37.0,7,43.5,F,1
client_3,52.9,6,34.0,M,1
client_3,67.7,16,45.9,M,1
client_3,28.6,8,47.2,F,1
client_3,27.7,10,32.3,F,0
client_3,29.5,6,35.1,F,1
client_3,59.3,12,17.7,F,1
client_3,52.5,15,29.1,F,0
client_3,38.4,15,32.6,M,0
client_3,40.4,12,40.7,F,1
client_3,30.2,13,30.5,M,1
client_3,50.7,11,34.9,M,1
client_3,35.4,10,27.7,F,1
client_3,36.9,12,41.7,M,1
client_3,47.3,16,44.3,F,0
client_3,37.7,8,44.0,M,0
client_3,37.2,11,40.1,M,0
client_3,40.1,12,24.6,M,0
client_3,49.5,12,33.8,M,1
client_3,59.8,6,35.9,F,1
client_3,47.0,9,36.0,F,0
client_3,49.6,13,40.7,F,0
client_3,37.6,13,54.3,M,1
client_3,31.5,14,48.1,F,1
client_3,47.8,16,30.1,M,1
client_3,42.1,13,46.8,F,0
client_3,22.9,12,46.4,M,1
client_3,36.1,9,31.9,M,1
client_3,39.0,10,48.5,F,1
client_3,33.9,15,38.4,F,1
client_3,57.8,11,25.9,M,1
client_3,45.8,13,44.6,F,0
client_3,56.5,7,42.2,F,0
client_3,43.2,7,37.7,F,0
client_3,41.0,8,39.6,M,1
client_3,28.8,8,32.8,F,1
client_3,40.1,12,46.1,F,0
client_3,40.2,13,39.6,M,0
client_3,23.6,12,41.7,F,0
client_3,33.5,9,43.6,F,0
client_3,36.1,12,28.5,F,1
client_3,45.0,7,31.1,F,1
client_3,45.5,11,17.9,F,0
client_3,33.0,7,45.6,F,0
client_3,45.6,6,27.9,F,1
client_3,37.8,7,41.3,M,1
client_4,41.3,8,40.4,F,0
client_4,32.2,16,40.5,F,1
client_4,44.8,10,63.3,F,0
client_4,32.2,16,46.3,F,0
client_4,31.8,8,34.1,M,0
client_4,45.0,14,46.9,F,0
client_4,38.3,6,61.4,M,0
client_4,18.0,7,23.7,F,0
client_4,22.5,6,31.6,F,0
client_4,26.2,15,37.6,F,0
client_4,29.4,13,35.8,F,1
client_4,45.0,14,36.7,M,1
client_4,42.6,16,27.0,F,0
client_4,52.8,9,54.0,F,0
client_4,49.0,13,25.8,M,0
client_4,52.9,11,38.0,M,1
client_4,47.3,11,50.5,F,1
client_4,42.5,13,39.7,F,1
client_4,53.2,11,30.2,F,0
client_4,51.0,6,26.5,M,0
client_4,44.5,6,37.7,M,0
client_4,55.3,11,32.4,F,0
client_4,18.0,12,42.1,F,0
client_4,36.5,14,26.0,M,1
client_4,36.3,12,48.1,M,1
client_4,53.8,8,41.2,M,0
client_4,58.9,10,41.9,M,0
client_4,22.6,10,54.4,M,1
client_4,56.9,16,35.6,F,0
client_4,25.9,11,32.7,F,0
client_4,26.3,12,34.5,M,1
client_4,37.2,14,38.1,M,1
client_4,36.2,9,39.1,F,0
client_4,21.3,16,31.7,F,1
client_4,47.8,13,19.8,M,0
client_4,48.2,15,34.4,F,0
client_4,52.6,14,43.6,M,1
client_4,34.8,12,41.4,F,1
client_4,39.5,6,52.0,F,1
client_4,39.6,12,59.6,M,1
client_4,60.3,7,47.6,F,0
client_4,18.0,12,53.8,F,1
client_4,28.5,13,47.7,F,0
client_4,40.1,11,57.1,M,1
client_4,27.0,9,58.5,M,1
client_4,36.9,6,49.5,F,0
client_4,38.5,13,47.1,F,1
client_4,32.1,13,37.9,F,0
client_4,40.8,11,39.6,F,0
client_4,47.5,13,36.6,F,1
client_4,37.2,14,46.2,M,1
client_4,34.6,11,32.8,F,0
client_4,38.0,6,38.1,F,0
client_4,39.9,15,16.4,M,1
client_4,19.1,11,57.2,F,1
client_4,45.5,13,37.8,M,1
client_4,34.6,16,44.6,M,1
client_4,55.1,9,54.6,M,1
client_4,47.1,12,43.0,F,0
client_4,54.0,6,54.4,F,0
client_4,27.9,15,27.6,F,1
client_4,35.5,6,64.0,F,0
client_4,25.1,11,50.9,M,0
client_4,31.5,9,42.1,M,1
client_4,55.0,6,54.3,F,0
client_4,57.8,11,28.3,F,0
client_4,26.2,16,37.1,M,1
client_4,34.5,7,54.4,F,0
client_4,39.1,9,21.3,M,0
client_4,47.0,8,45.6,M,1
client_4,18.9,7,45.3,M,1
client_4,20.8,8,59.7,F,0
client_4,45.9,12,24.2,M,1
client_4,18.0,14,56.1,F,0
client_4,34.6,13,34.4,F,1
client_4,41.9,14,35.5,F,1
client_4,45.0,13,27.8,M,1
client_4,38.3,10,29.1,M,0
client_4,35.6,15,44.0,F,0
client_4,50.1,7,28.9,F,0
client_4,43.4,13,47.4,M,1
client_4,32.2,7,33.4,M,0
client_4,40.5,14,27.9,M,1
client_4,44.6,6,34.7,F,0
client_4,60.6,8,43.4,F,0
client_4,49.4,10,37.2,F,0
client_4,54.6,13,40.3,M,1
client_4,32.7,6,47.0,F,0
client_4,33.7,8,50.8,F,0
client_4,37.2,9,36.9,M,1
client_4,38.3,14,29.6,M,1
client_4,27.9,16,40.8,F,1
client_4,55.2,12,44.7,M,1
client_4,50.6,11,25.4,M,1
client_4,36.3,9,31.1,F,0
client_4,47.7,15,32.8,F,0
client_4,42.7,7,37.9,F,0
client_4,48.6,7,32.4,F,0
client_4,23.9,8,47.1,F,0
client_4,38.3,8,23.9,F,0
client_4,39.3,11,24.2,M,0
client_4,47.5,16,36.7,M,1
client_4,32.5,13,38.2,M,1
client_4,18.0,10,25.5,F,0
client_4,27.0,8,33.9,M,1
client_4,39.3,13,36.0,M,1
client_4,40.8,8,36.1,M,0
client_4,60.2,16,41.5,M,1
client_4,47.0,11,33.4,F,1
client_4,41.0,12,54.8,M,0
client_4,39.6,15,44.9,M,1
client_4,53.3,9,31.9,M,1
client_4,32.9,11,40.9,F,1
client_4,38.3,11,41.2,M,1
client_4,26.9,8,52.1,M,0
client_4,57.0,6,34.0,M,0
client_4,44.7,9,47.7,F,0
client_4,31.5,7,40.4,F,0
client_4,38.6,13,54.9,M,1
client_4,46.1,6,52.9,M,0
client_4,37.0,9,42.0,F,0
client_4,33.6,15,37.4,M,1
client_4,32.1,12,45.1,M,1
client_4,44.1,13,38.2,F,0
client_4,35.7,13,56.8,F,0
client_4,34.6,9,40.8,M,0
client_4,24.0,12,35.9,M,0
client_4,40.9,8,35.4,M,0
client_4,37.8,12,27.9,M,1
client_4,36.1,13,45.6,F,0
client_4,42.4,15,31.8,F,0
client_4,49.0,16,51.0,M,1
client_4,48.4,6,27.1,M,0
client_4,46.6,9,41.3,F,0
client_4,37.1,12,51.5,M,1
client_4,33.2,9,18.5,F,0
client_4,27.5,12,60.2,F,1
client_4,32.9,15,35.7,F,0
client_4,40.2,8,41.4,F,0
client_4,30.6,15,45.7,M,1
client_4,41.2,15,47.3,M,1
client_4,28.4,16,42.7,F,0
client_4,20.1,6,50.0,M,0
client_4,49.8,9,45.2,M,0
client_4,34.3,7,57.6,M,1
client_4,30.0,7,45.2,F,0
client_4,26.9,6,59.6,M,1
client_4,45.1,10,49.0,F,1
client_4,56.5,6,21.9,F,0
client_4,35.2,9,66.1,M,1
client_4,37.4,16,34.3,F,1
client_4,52.9,15,55.0,F,0
client_4,18.3,16,40.3,M,1
client_4,63.6,6,50.6,M,1
client_4,69.3,13,33.1,F,0
client_4,18.0,12,46.3,F,0
client_4,38.8,7,37.5,F,0
client_4,31.4,15,55.8,M,1
client_4,36.8,10,44.4,M,1
client_4,35.0,16,49.4,M,1
client_4,49.7,7,18.4,F,0
client_4,38.6,13,39.1,F,0
client_4,29.1,7,44.1,F,0
client_4,37.9,16,42.2,F,1
client_4,46.2,12,49.6,M,1
client_4,25.8,6,36.3,F,0
client_4,20.2,8,40.5,M,0
client_4,63.9,9,51.8,M,1
client_4,32.3,6,17.2,F,0
client_4,38.4,6,45.9,M,0
client_4,35.2,16,36.7,M,1
client_4,46.6,16,30.9,F,1
client_4,61.3,11,43.4,F,1
client_4,47.0,15,52.3,F,1
client_4,21.8,13,50.4,F,0
client_4,23.4,6,38.6,M,0
client_4,35.2,13,48.8,M,1
client_4,36.8,6,48.7,F,0
client_4,19.3,14,39.1,M,1
client_4,49.8,10,33.1,M,1
client_4,27.0,7,33.6,F,0
client_4,57.9,8,48.4,M,0
client_4,61.8,13,39.6,F,0
client_4,37.0,15,29.5,F,0
client_4,45.3,12,23.2,F,0
client_4,25.2,7,48.3,M,1
client_4,47.5,15,34.5,M,1
client_4,34.0,14,43.3,F,0
client_4,27.0,10,52.4,F,0
client_4,36.5,12,26.9,F,0
client_4,34.4,16,39.5,M,1
client_4,36.1,10,38.3,M,1
client_4,51.4,6,43.8,F,0
client_4,30.6,7,52.4,M,0
client_4,60.8,12,26.7,M,1
client_4,24.1,16,45.7,M,1
client_4,59.4,14,50.3,M,1
client_4,27.8,12,38.1,M,1
client_4,40.0,9,38.6,M,0
client_4,34.1,10,44.2,F,1
client_4,35.9,6,43.4,F,0
client_4,49.6,10,45.8,M,1
client_4,58.0,12,45.6,F,0
client_4,54.3,15,30.2,M,0
client_4,35.1,16,49.9,M,1
client_4,42.2,15,51.7,F,1
client_4,30.6,6,41.9,M,1
client_4,28.1,14,25.1,F,1
client_4,26.2,8,38.9,M,0
client_4,34.7,12,41.9,M,1
client_4,43.0,16,28.6,F,0
client_4,18.0,15,36.4,M,1
client_4,39.4,13,25.9,F,0
client_4,58.2,9,46.1,F,0
client_4,53.5,11,41.7,M,0
client_4,33.0,13,23.5,M,1
client_4,23.2,11,43.5,F,1
client_4,45.5,10,39.4,F,0
client_4,18.0,10,45.2,F,0
client_4,53.3,12,36.1,F,1
client_4,37.4,6,32.0,M,1
client_4,62.0,16,32.3,F,1
client_4,19.3,7,34.6,M,0
client_4,51.0,16,40.2,M,1
client_4,38.8,6,41.5,M,1
client_4,36.0,11,38.1,F,0
client_4,23.6,10,35.8,M,0
client_4,47.1,12,36.5,F,0
client_4,48.1,10,65.1,F,1
client_4,61.4,15,32.3,F,0
client_4,52.1,6,34.4,M,0
client_4,32.9,16,72.9,M,1
client_4,28.0,13,44.2,M,1
client_4,23.6,14,26.2,M,1
client_4,57.7,7,48.4,M,1
client_4,30.7,6,30.9,F,0
client_4,57.8,10,49.1,F,1
client_4,46.3,9,37.9,M,0
client_4,44.0,14,35.6,M,1
client_4,36.3,15,56.1,F,0
client_4,47.9,10,45.7,M,0
client_4,39.8,14,49.7,F,0
client_4,35.6,6,44.3,M,1
client_4,48.4,14,35.6,M,1
client_4,38.3,7,46.1,M,0
client_4,30.4,13,52.1,M,1
client_4,47.2,10,41.3,M,1
client_4,39.2,10,58.0,F,1
client_4,45.9,9,48.5,M,1
client_4,34.6,10,42.1,M,1
client_4,25.5,15,42.5,M,1
client_4,60.8,14,41.4,F,0
client_4,58.6,9,27.5,F,0
client_4,50.6,9,39.1,M,0
client_4,35.3,11,42.2,F,0
client_4,36.4,13,35.8,M,1
client_4,56.6,8,43.4,F,0
client_4,35.8,13,40.2,M,1
client_4,32.4,16,47.7,M,1
client_4,62.5,15,46.6,F,1
client_4,39.4,12,41.7,M,1
client_4,61.2,9,26.3,M,0
client_4,23.2,9,57.9,M,0
client_4,46.2,14,38.6,M,1
client_4,64.9,11,39.2,M,1
client_4,40.4,7,36.6,F,0
client_4,36.8,13,35.1,F,0
client_4,26.0,7,55.4,F,0
client_4,53.0,16,53.9,M,1
client_4,30.8,10,44.4,M,0
client_4,38.9,9,38.9,M,1
client_4,25.2,6,46.2,F,0
client_4,58.7,7,40.7,M,0
client_4,53.9,16,38.1,M,1
client_4,39.6,11,43.4,F,0
client_4,26.2,15,35.6,F,0
client_4,58.4,16,42.5,F,1
client_4,35.6,6,42.0,M,1
client_4,26.7,10,46.0,M,1
client_4,18.9,15,33.8,F,1
client_4,32.2,11,47.1,F,0
client_4,22.5,11,30.9,M,0
client_4,32.5,12,34.3,F,0
client_4,48.9,13,34.7,M,1
client_4,35.5,16,29.3,F,1
client_4,44.3,15,50.2,F,1
client_4,31.3,12,30.3,F,0
client_4,40.8,12,33.0,M,1
client_4,63.1,9,52.6,F,1
client_4,35.8,7,34.3,M,1
client_4,44.6,13,38.1,F,1
client_4,21.2,6,29.9,F,0
client_4,58.2,13,48.3,F,1
client_4,34.3,11,48.5,F,0
client_4,52.6,14,47.4,F,1
client_4,38.5,16,45.4,M,1
client_4,47.3,12,40.7,F,0
client_4,48.1,12,34.8,M,1
client_4,34.6,11,31.9,F,0
client_4,53.1,10,52.9,F,0
client_4,30.9,6,47.6,M,0
client_4,49.3,6,33.1,M,1
client_4,35.3,13,40.4,F,1
client_4,44.2,16,37.0,F,0
client_4,34.5,6,28.7,M,1
client_4,40.6,9,41.8,F,0
client_4,27.1,12,35.8,F,0
client_4,43.0,13,30.5,M,1
client_4,40.5,14,25.2,M,1
client_4,33.5,13,24.4,F,0
client_4,39.3,6,36.3,F,0
client_4,41.6,8,39.1,F,0
client_4,32.6,11,31.2,F,0
client_4,38.5,6,46.5,M,0
client_4,27.9,9,39.3,M,0
client_4,68.1,10,45.8,F,0
client_4,52.7,16,38.2,F,0
client_4,43.3,9,32.1,F,0
client_4,54.1,16,41.1,F,0
client_4,18.0,13,27.4,M,1
client_4,18.0,13,45.4,F,0
client_4,35.2,15,30.6,M,0
client_4,23.5,15,49.2,M,1
client_4,37.2,8,36.6,M,1
client_4,42.5,10,50.6,F,0
client_4,51.0,11,28.8,M,1
client_4,26.3,16,33.2,M,1
client_4,44.8,6,43.8,F,0
client_4,40.2,11,51.7,F,0
client_4,44.2,8,56.7,F,0
client_4,33.8,8,40.4,M,0
client_4,56.6,14,58.4,M,1
client_4,38.8,8,37.1,F,0
client_4,61.3,14,51.0,F,1
client_4,30.5,16,30.6,F,0
client_4,48.9,14,44.2,F,0
client_4,39.3,7,16.6,M,1
client_4,36.1,7,28.8,M,0
client_4,47.6,10,44.7,F,0
client_4,36.4,12,26.9,M,0
client_4,18.0,14,44.3,M,1
client_4,18.0,10,49.1,M,1
client_4,55.3,7,35.0,M,1
client_4,54.8,16,30.3,F,1
client_4,62.6,15,35.3,M,1
client_4,39.8,13,30.3,F,0
client_4,24.5,13,39.0,M,1
client_4,35.0,16,41.0,F,0
client_4,40.1,11,36.9,F,0
client_4,27.9,7,56.7,M,1
client_4,59.8,12,32.8,M,1
client_4,66.9,10,53.9,F,0
client_4,45.7,14,29.6,F,0
client_4,39.9,14,40.7,F,0
client_4,24.5,11,51.8,M,1
client_4,58.6,10,51.3,F,0
client_4,40.9,10,35.8,M,1
client_4,36.5,12,45.6,M,1
client_4,45.8,13,44.2,M,1
client_4,33.0,11,34.6,M,1
client_4,41.8,11,46.2,M,1
client_4,22.7,16,58.6,F,1
client_4,53.0,8,44.7,M,0
client_4,38.7,7,45.7,F,0
client_4,53.9,14,46.7,M,1
client_4,37.6,16,25.4,F,0
client_4,38.4,12,44.6,M,1
client_4,25.5,10,29.8,F,0
client_4,49.1,9,34.1,F,0
client_4,29.5,11,61.6,M,1
client_4,34.2,6,37.5,M,1
client_4,40.0,11,32.6,F,0
client_4,41.5,8,51.5,F,0
client_4,19.5,8,30.5,M,0
client_4,37.2,12,35.5,F,0
client_4,49.5,16,52.5,M,1
client_4,35.5,8,40.4,F,0
client_4,37.3,16,24.4,M,1
client_4,41.9,11,45.4,M,0
client_4,38.5,16,36.0,M,1
client_4,27.6,10,55.4,F,0
client_4,39.6,16,33.9,F,0
client_4,51.9,13,50.5,F,0
client_4,27.4,13,57.8,F,0
client_4,35.5,12,31.5,F,0
client_4,23.4,10,38.1,F,0
client_4,51.3,11,43.9,M,1
client_4,38.9,15,31.4,M,1
client_4,29.8,14,42.7,F,1
client_4,41.1,6,37.8,F,0
client_4,25.6,13,37.5,M,1
client_4,27.6,15,40.5,F,1
client_4,22.5,14,40.7,M,1
client_4,27.2,11,41.6,F,0
client_4,56.3,9,34.0,F,0
client_4,31.2,13,34.4,F,0
client_4,45.6,13,38.8,F,1
client_4,30.0,10,39.6,M,1
client_4,49.1,10,35.6,F,0
client_4,27.7,10,43.2,M,1
